instance_name,status,submitter,group,tags,variables,binaries,integers,continuous,constraints,nonzeros
neos-4359986-taipa.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-106,,25130,25095,0,35,48864,126561
neos-3696678-lyvia.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-56,,7683,7516,167,0,9004,30452
neos-2294525-abba.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-46,,10842,10086,0,756,11122,80010
neos-4477313-unzha.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-110,,2193,2016,0,177,4174,30400
neos-5052403-cygnet.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-100,,32868,32868,0,0,38268,4898300
neos-4805882-barwon.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-30,,22229,15809,18,6402,49386,117001
neos-4343293-stony.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-58,,9400,4698,0,4702,10650,55668
neos-5079731-flyers.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-17,,49686,98,0,49588,63112,1089560
neos-3373491-avoca.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-37,,2368,43,2325,0,1570,9438
neos-4413714-turia.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-67,,190402,190201,0,201,2303,761756
neos-3634244-kauru.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-110,,4376,4375,0,1,761450,2292500
neos-5102383-irwell.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-17,,51450,98,0,51352,65464,1213040
neos-5125849-lopori.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-42,,8130,8040,90,0,453,20938
neos-5041822-cockle.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-25,,227668,149313,0,78355,546733,1362470
neos-3116779-oban.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-26,,5141,5140,0,1,328,20561
neos-4332801-seret.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-28,,20682487,20677405,20,5062,19912111,47513000
neos-3402294-bobin.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-71,,2904,2616,0,288,591076,2034890
neos-3661949-lesse.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-11,,4775,560,4080,135,1140,15180
neos-4292145-piako.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-57,,32950,13370,0,19580,75834,190186
neos-5193246-nerang.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-32,,14546,9792,0,4754,42256,175794
neos-3068746-nene.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-45,,4890,3815,1075,0,4664,29515
neos-5049753-cuanza.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-85,,242736,8304,0,234432,322248,1440670
neos-4754521-awarau.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-51,,41680,41680,0,0,255386,1237480
neos-3691541-lonja.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-13,,10300,10200,0,100,10320,40568
neos-3426132-dieze.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-105,,11550,2750,8800,0,570,22550
neos-3627168-kasai.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-25,,1462,535,0,927,1655,5158
neos-4966258-blicks.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-85,,196788,6708,0,190080,270816,975084
neos-4954274-beardy.mps.gz,hard,Jeff Linderoth,neos-pseudoapplication-62,,12865,12865,0,0,17359,140082
neos-4393408-tinui.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-58,,4004,2000,0,2004,4554,23496
neos-4260495-otere.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-30,,176048,168745,22,7281,295357,702986
neos-4954357-bednja.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-59,,3885,1231,0,2654,9641,49441
neos-5140963-mincio.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-109,,196,183,0,13,184,834
neos-3216931-puriri.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-56,,3555,3268,0,287,5989,91691
neos-3699044-maipo.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-63,,48007,31506,15424,1077,59589,199334
neos-3636886-kereu.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-45,,13198,6021,6056,1121,13198,77547
neos-5018451-chiese.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-69,,265713,1222,244,264247,170175,1249960
neos-3046615-murg.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-90,,274,240,16,18,498,1266
neos-3322547-alsek.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-77,,1001000,1001000,0,0,2000,2001000
neos-5100895-inster.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-17,,29400,56,0,29344,39760,693168
neos-4555749-wards.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-31,,89147,89130,0,17,51776,1263380
neos-3754480-nidda.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-107,,253,50,0,203,402,1488
neos-2978205-isar.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-77,,104000,320,0,103680,652,208000
neos-5195221-niemur.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-32,,14546,9792,0,4754,42256,176586
neos-5129192-manaia.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-51,,164229,164229,0,0,531569,1599180
neos-3402454-bohle.mps.gz,infeasible,Jeff Linderoth,neos-pseudoapplication-4,infeasible,2904,2616,0,288,2897380,8953800
neos-4264598-oueme.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-57,,54550,13370,0,41180,54714,191146
neos-3072252-nete.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-50,,576,144,0,432,432,1292
neos-4358725-tagus.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-57,,11494,4898,0,6596,22777,59925
neos-5196530-nuhaka.mps.gz,open,Jeff Linderoth,neos-pseudoapplication-32,,14544,9792,0,4752,42124,171702
neos-3004026-krka.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-38,,17030,16900,130,0,12545,41860
neos-5075914-elvire.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-35,,5003,2638,0,2365,3720,11440
neos-3654993-kolva.mps.gz,easy,Jeff Linderoth,neos-pseudoapplication-44,,13640,8948,4102,590,16064,54282
mining.mps.gz,open,Kelly Eurek,,,348921,348920,0,1,661133,3844880
no-ip-64999.mps.gz,infeasible,Christopher Hojny,noip,infeasible,2232,2187,45,0,2547,13590
no-ip-65059.mps.gz,infeasible,Christopher Hojny,noip,infeasible,2232,2187,45,0,2547,13590
swath.mps.gz,hard,D. Panton,swath,,6805,6724,0,81,884,34965
neos-799711.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-25,,41998,910,0,41088,59218,147164
app3.mps.gz,easy,Emilie Danna,app,,3080,100,0,2980,766,14707
app1-1.mps.gz,easy,Emilie Danna,app,,2480,1225,0,1255,4926,18275
app2-1.mps.gz,easy,Emilie Danna,app,,3283,3283,0,0,1038,8652
app2-2.mps.gz,easy,Emilie Danna,app,,1226,1226,0,0,335,3130
neos16.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-90,,377,336,41,0,1018,2801
neos-935769.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-34,,9799,7020,0,2779,6741,36447
bmocbd.mps.gz,easy,Sean MacDermant,bmocbd,,404875,125752,0,279123,153324,1277330
app1-2.mps.gz,easy,Emilie Danna,app,,26871,13300,0,13571,53467,199175
msc98-ip.mps.gz,easy,"E-Plus, D. Bienstock, A. Bley, R. Wessäly",,,21143,20237,53,853,15850,92918
momentum3.mps.gz,open,T. Koch,momentum,,13532,6598,1,6933,56822,562712
z26.mps.gz,open,Daniel Bienstock,,,17937,17937,0,0,850513,1715610
neos-5149806-wieprz.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-15,,33753,33750,3,0,65380,502488
ns1456591.mps.gz,open,NEOS Server Submission,neos-pseudoapplication-52,,8399,8000,19,380,1997,199862
set3-20.mps.gz,hard,Kerem Akartunali,set3,,4019,1424,0,2595,3747,13747
neos-5273874-yomtsa.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-19,,136971,232,0,136739,486492,1955350
beasleyC3.mps.gz,easy,"F. Ortega, L. Wolsey",beasley,,2500,1250,0,1250,1750,5000
csched008.mps.gz,easy,Tallys Yunes,csched,,1536,1284,0,252,351,5687
rmine25.mps.gz,open,Daniel Espinoza,rmine,,326599,326599,0,0,2953849,7182740
rmatr100-p10.mps.gz,easy,Dmitry Krushinsky,rmatr,,7359,100,0,7259,7260,21877
nursesched-sprint-hidden09.mps.gz,easy,Haroldo Gambini Santos,nursescheduling,,11650,11630,20,0,4872,208050
nursesched-sprint-late03.mps.gz,easy,Haroldo Gambini Santos,nursescheduling,,11690,11670,20,0,5032,208410
nursesched-sprint02.mps.gz,easy,Haroldo Gambini Santos,nursescheduling,,10250,10230,20,0,3522,204000
nursesched-medium-hint03.mps.gz,hard,Haroldo Gambini Santos,nursescheduling,,34248,34170,78,0,14062,622800
nursesched-medium04.mps.gz,easy,Haroldo Gambini Santos,nursescheduling,,29667,29613,54,0,8668,621829
sing17.mps.gz,open,Daniel Espinoza,sing,,452787,432541,0,20246,266802,1205830
sing326.mps.gz,easy,Daniel Espinoza,sing,,55156,40010,0,15146,50781,268173
sing11.mps.gz,open,Daniel Espinoza,sing,,175352,165337,0,10015,105858,479075
sing44.mps.gz,easy,Daniel Espinoza,sing,,59708,43524,0,16184,54745,281260
sing5.mps.gz,open,Daniel Espinoza,sing,,154463,146210,0,8253,92183,408715
set3-10.mps.gz,hard,Kerem Akartunali,set3,,4019,1424,0,2595,3747,13747
bmocbd2.mps.gz,easy,Sean MacDermant,bmocbd,,403771,125467,0,278304,152791,1274240
set3-15.mps.gz,hard,Kerem Akartunali,set3,,4019,1424,0,2595,3747,13747
bab3.mps.gz,open,Elmar Swarat,bab,,393800,393800,0,0,23069,3301840
sp97ar.mps.gz,easy,"J. Goessens, S. v. Hoessel, L. Kroon",sp9,,14101,14101,0,0,1761,290968
rvb-sub.mps.gz,open,S. Weider,,,33765,33763,0,2,225,984143
thor50dday.mps.gz,easy,Daniel Rehfeldt,,,106261,53131,0,53130,53360,212060
map18.mps.gz,easy,Kiyan Ahmadizadeh,map,,164547,146,0,164401,328818,549920
blp-ic97.mps.gz,easy,M. Lübbecke,blp,,9845,9753,0,92,923,118149
dc1l.mps.gz,open,Double-Click SAS,,,37297,35638,0,1659,1653,448754
neos-1337307.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-13,,2840,2840,0,0,5687,30799
core4872-1529.mps.gz,open,"A. Caprara, M. Fischetti, P. Toth",core,,24656,24645,0,11,4875,218762
lectsched-4-obj.mps.gz,easy,Harald Schilly,lectsched,,7901,7665,236,0,14163,82428
atlanta-ip.mps.gz,easy,"E-Plus, D. Bienstock, A. Bley, R. Wessäly",,,48738,46667,106,1965,21732,257532
graph40-40-1rand.mps.gz,open,Michael Bastubbe,graphs,,102600,102600,0,0,360900,1260900
graph20-80-1rand.mps.gz,open,Michael Bastubbe,graphs,,16263,16263,0,0,55107,191997
graph40-20-1rand.mps.gz,open,Michael Bastubbe,graphs,,31243,31243,0,0,99067,345557
graph20-20-1rand.mps.gz,easy,Michael Bastubbe,graphs,,2183,2183,0,0,5587,19277
graph40-80-1rand.mps.gz,open,Michael Bastubbe,graphs,,283648,283648,0,0,1050112,3671550
sct5.mps.gz,open,Siemens,sct,,37265,23004,0,14261,13304,147037
wachplan.mps.gz,easy,Sebastian Orlowski,,,3361,3360,1,0,1553,89361
supportcase42.mps.gz,easy,Domenico Salvagnin,,,19466,0,1026,18440,18439,435653
lectsched-2.mps.gz,easy,Harald Schilly,lectsched,,17656,17287,369,0,30738,186520
csched010.mps.gz,easy,Tallys Yunes,csched,,1758,1457,0,301,351,6376
decomp2.mps.gz,easy,Martin Berger,,,14387,14387,0,0,10765,64073
lr2-22dr3-333vc4v17a-t60.mps.gz,open,Dimitri Papageorgiou,maritime,,109519,92865,0,16654,108566,435517
neos18.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-49,,3312,3312,0,0,11402,24614
supportcase39.mps.gz,open,Domenico Salvagnin,,,1025,0,1024,1,16384,398774
ns930473.mps.gz,open,NEOS Server Submission,neos-pseudoapplication-46,,11328,11176,0,152,23240,121764
reblock354.mps.gz,hard,Andreas Bley,reblock,,3540,3540,0,0,19906,52901
b-ball.mps.gz,easy,Christopher Cullenbine,,,100,88,0,12,30,209
comp16-3idx.mps.gz,open,Matias Sørensen,coursetimetabling,,64193,56745,14,7434,71594,347276
woodlands09.mps.gz,hard,George Fonseca,timetabling,,382147,382119,28,0,194599,2646000
kottenpark09.mps.gz,open,George Fonseca,timetabling,,2893026,2892333,693,0,325547,13085500
kosova1.mps.gz,open,George Fonseca,timetabling,,614253,609591,4662,0,304931,3414760
highschool1-aigio.mps.gz,easy,George Fonseca,timetabling,,320404,319686,718,0,92568,1562170
brazil3.mps.gz,easy,George Fonseca,timetabling,,23968,23874,94,0,14646,133184
mad.mps.gz,easy,Koichi Fujii,,,220,200,0,20,51,2808
bppc8-09.mps.gz,easy,Manuel Iori,bppc,,431,423,6,2,67,9051
bppc4-08.mps.gz,easy,Manuel Iori,bppc,,1456,1454,0,2,111,23964
bppc8-02.mps.gz,easy,Manuel Iori,bppc,,232,229,1,2,59,4387
bppc6-02.mps.gz,open,Manuel Iori,bppc,,4784,4782,0,2,309,188143
bppc6-06.mps.gz,open,Manuel Iori,bppc,,3922,3920,0,2,273,181510
germanrr.mps.gz,easy,Q. Chen,,,10813,5323,5251,239,10779,175547
ns1208400.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-108,,2883,2880,0,3,4289,81746
queens-30.mps.gz,hard,Ashutosh Mahajan,,,900,900,0,0,960,93440
atm20-100.mps.gz,hard,Matthew Galati,,,6480,2220,0,4260,4380,58878
supportcase35.mps.gz,open,Domenico Salvagnin,,,12941,576,0,12365,6334,29908
decomp1.mps.gz,easy,Martin Berger,,,10735,10735,0,0,8357,47889
newdano.mps.gz,easy,Daniel Bienstock,dano,,505,56,0,449,576,2184
mine-90-10.mps.gz,easy,Andreas Bley,mine,,900,900,0,0,6270,15407
neos-1171737.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-80,,2340,1170,0,1170,4179,58620
ns2122698.mps.gz,open,Timo Berthold,neos-pseudoapplication-93,,155103,16447,0,138656,139280,424272
eilA101-2.mps.gz,easy,J. Linderoth,eil,,65832,65832,0,0,100,959373
dc1c.mps.gz,hard,Double-Click SAS,,,10039,8380,0,1659,1649,121158
supportcase34.mps.gz,easy,Domenico Salvagnin,,,17879,11196,6682,1,15170,748887
supportcase30.mps.gz,open,Domenico Salvagnin,,,1024,1024,0,0,1028,12288
glass4.mps.gz,easy,I. Luzzi,,,322,302,0,20,396,1815
n3seq24.mps.gz,easy,R. Meirich,nseq,,119856,119856,0,0,6044,3232340
bmoipr2.mps.gz,easy,Sean MacDermant,,,20503,8434,0,12069,13897,54649
bg512142.mps.gz,hard,A. Miller,,,792,240,0,552,1307,3953
shipsched.mps.gz,open,Marco Luebbecke,,,13594,10549,0,3045,45554,121571
ds-big.mps.gz,open,Steffen Weider,,,174997,174997,0,0,1042,4623440
gmu-35-50.mps.gz,easy,Nora Konnyu,gmu,,1919,1914,0,5,435,8643
net12.mps.gz,easy,P. Belotti,,,14115,1603,0,12512,14021,80384
30n20b8.mps.gz,easy,"E. Coughlan, M. Lübbecke, J. Schulz",,,18380,18318,62,0,576,109706
scpk4.mps.gz,open,Shunji Umetani,scp,,1e+05,1e+05,0,0,2000,1e+06
scpm1.mps.gz,open,Shunji Umetani,scp,,5e+05,5e+05,0,0,5000,6250000
scpn2.mps.gz,open,Shunji Umetani,scp,,1e+06,1e+06,0,0,5000,12500000
scpj4scip.mps.gz,open,Shunji Umetani,scp,,99947,99947,0,0,1000,999893
scpl4.mps.gz,open,Shunji Umetani,scp,,2e+05,2e+05,0,0,2000,2e+06
air04.mps.gz,easy,G. Astfalk,air,,8904,8904,0,0,823,72965
uc720-7-4-4-8.mps.gz,infeasible,Juan Javier Domínguez Moreno,,infeasible,1405278,269009,0,1136269,4308353,11856400
neos-824661.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-93,,45390,15640,0,29750,18804,138890
rmine11.mps.gz,open,Daniel Espinoza,rmine,,12292,12292,0,0,97389,241240
supportcase4.mps.gz,easy,Michael Winkler,,,3162,3162,0,0,9492,38036
supportcase18.mps.gz,easy,Michael Winkler,,,13410,13410,0,0,240,28920
supportcase23.mps.gz,open,Michael Winkler,,,24275,6250,0,18025,40502,161525
supportcase6.mps.gz,easy,Michael Winkler,,,130052,130051,1,0,771,584976
supportcase1.mps.gz,easy,Michael Winkler,,,29999,29799,200,0,59997,189292
supportcase20.mps.gz,easy,Michael Winkler,,,903,300,0,603,903,46955
supportcase22.mps.gz,hard,Michael Winkler,,,7129,7129,0,0,260602,2228830
supportcase11.mps.gz,easy,Michael Winkler,,,8066286,8066286,0,0,15270211,32602300
supportcase16.mps.gz,easy,Michael Winkler,,,319,319,0,0,130,1076
supportcase10.mps.gz,easy,Michael Winkler,,,14770,14770,0,0,165684,555082
supportcase2.mps.gz,open,Michael Winkler,,,2912,2912,0,0,597385,7653930
supportcase12.mps.gz,easy,Michael Winkler,,,799616,0,200,799416,166781,2334440
supportcase14.mps.gz,easy,Michael Winkler,,,304,304,0,0,234,1129
supportcase17.mps.gz,easy,Michael Winkler,,,1381,732,235,414,2108,5253
supportcase25.mps.gz,easy,Michael Winkler,,,6769,576,0,6193,6673,22825
supportcase3.mps.gz,easy,Michael Winkler,,,4191,4191,0,0,12702,53470
supportcase26.mps.gz,easy,Michael Winkler,,,436,396,0,40,870,2492
supportcase19.mps.gz,easy,Michael Winkler,,,1429098,1311292,117806,0,10713,4287090
supportcase7.mps.gz,easy,Michael Winkler,,,138844,451,14,138379,6532,2845540
ramos3.mps.gz,open,F. Ramos,,,2187,2187,0,0,2187,32805
splan1.mps.gz,open,"C. Helmberg, A. Lau",,,1317382,90810,1978,1224594,572800,5233840
neos-5260764-orauea.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-102,,12940,12580,0,360,12304,82620
neos-5261882-treska.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-102,,2900,2730,0,170,2971,19342
neos-5266653-tugela.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-102,,23310,22662,0,648,23458,171534
neos-5221106-oparau.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-46,,25445,25120,0,325,13897,245756
nag.mps.gz,open,N. Shenoy,,,2884,1350,35,1499,5840,26499
neos-1396125.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-96,,1161,129,0,1032,1494,5511
rmine13.mps.gz,open,Daniel Espinoza,rmine,,23980,23980,0,0,197155,485784
n3div36.mps.gz,easy,R. Meirich,nseq,,22120,22120,0,0,4484,340740
cvs16r128-89.mps.gz,easy,Michael Bastubbe,cvs,,3472,3472,0,0,4633,12528
nj2.mps.gz,open,Jonathan Eckstein,nj,,85224,14280,0,70944,118975,364332
nj1.mps.gz,open,Jonathan Eckstein,nj,,78084,14280,0,63804,97579,321540
nj3.mps.gz,open,Jonathan Eckstein,nj,,85224,14280,0,70944,118986,377422
dws012-03.mps.gz,open,Philipp Leise,dws,,76068,44616,0,31452,38484,389304
dws012-01.mps.gz,open,Philipp Leise,dws,,26148,15576,0,10572,14280,132936
dws012-02.mps.gz,open,Philipp Leise,dws,,51108,30096,0,21012,26382,261120
dws008-01.mps.gz,easy,Philipp Leise,dws,,11096,6608,0,4488,6064,56400
dws008-03.mps.gz,open,Philipp Leise,dws,,32280,18928,0,13352,16344,165168
tanglegram6.mps.gz,easy,Falk Hueffner,huefner,,9182,9182,0,0,17712,53136
cmflsp40-36-2-10.mps.gz,open,Andrea Arias,cmflsp,,28152,1512,0,26640,4266,386432
cmflsp60-36-2-6.mps.gz,open,Andrea Arias,cmflsp,,42192,2232,0,39960,6388,581335
cmflsp50-24-10-4.mps.gz,easy,Andrea Arias,cmflsp,,16440,1440,0,15000,3527,159605
cmflsp50-24-8-8.mps.gz,easy,Andrea Arias,cmflsp,,16392,1392,0,15000,3520,158622
cmflsp40-24-10-7.mps.gz,easy,Andrea Arias,cmflsp,,13200,1200,0,12000,2825,127736
co-100.mps.gz,easy,Axel Werner,,,48417,48417,0,0,2187,1995820
eva1aprime5x5opt.mps.gz,open,Yoshihiro Kanno,evaprime,,1712,400,0,1312,11929,57162
eva1aprime6x6opt.mps.gz,open,Yoshihiro Kanno,evaprime,,3514,836,0,2678,34872,161558
lectsched-5-obj.mps.gz,easy,Harald Schilly,lectsched,,21805,21389,416,0,38884,239608
supportcase43.mps.gz,easy,Domenico Salvagnin,,,209232,201,0,209031,215032,1044480
rococoC11-011100.mps.gz,easy,"A. Chabrier, E. Danna, C. Le Pape, L. Perron",rococo,,6491,6325,166,0,2367,30472
pigeon-13.mps.gz,easy,Sam Allen,pigeon,,754,637,0,117,1561,13871
tw-myciel4.mps.gz,hard,Arie Koster,,,760,759,1,0,8146,27961
siena1.mps.gz,open,Double-Click SAS,,,13741,11775,0,1966,2220,258915
neos-5223573-tarwin.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-19,,158244,190,0,158054,560182,2166500
dano3mip.mps.gz,open,Daniel Bienstock,dano,,13873,552,0,13321,3202,79655
neos-1112782.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-89,,4140,2070,0,2070,2115,8145
rail03.mps.gz,hard,Thomas Schlechte,rail0,,758775,758775,0,0,253905,1728450
nb10tb.mps.gz,open,Serge Bisaillon,,,73340,16880,0,56460,150495,1172290
cvs16r70-62.mps.gz,easy,Michael Bastubbe,cvs,,2112,2112,0,0,3278,8512
n3700.mps.gz,open,J. Aronson,n37,,10000,5000,0,5000,5150,20000
rail507.mps.gz,easy,"A. Caprara, M. Fischetti, P. Toth",,,63019,63009,0,10,509,468878
v150d30-2hopcds.mps.gz,open,Austin Buchanan,2hopcds,,150,150,0,0,7822,103991
roll3000.mps.gz,easy,L. Kroon,,,1166,246,492,428,2295,29386
umts.mps.gz,easy,C. Polo,,,2947,2802,72,73,4465,22872
neos-5189128-totara.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-101,,36025,35640,0,385,213702,1012550
neos-4360552-sangro.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-62,,10272,9696,576,0,46012,302184
neos-3372571-onahau.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-93,,13086,185,0,12901,29487,116511
neos-4760493-puerua.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-106,,53593,53592,0,1,106954,266805
neos-4797081-pakoka.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-51,,12393,9930,2463,0,7147,456124
neos-4165869-wannon.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-44,,31728,480,31248,0,85865,270474
neos-3555904-turama.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-81,,37461,37461,0,0,146493,793605
neos-4647027-thurso.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-29,,9800,4200,0,5600,8382,3944990
neos-4647030-tutaki.mps.gz,hard,Hans Mittelmann,neos-pseudoapplication-29,,12600,7000,0,5600,8382,3953390
neos-3631363-vilnia.mps.gz,infeasible,Hans Mittelmann,neos-pseudoapplication-12,infeasible,15755,755,0,15000,15960,112497
neos-3025225-shelon.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-64,,69846,69845,0,1,91572,9357950
neos-4382714-ruvuma.mps.gz,infeasible,Hans Mittelmann,neos-pseudoapplication-103,infeasible,6562,6561,0,1,3645,32805
neos-4763324-toguru.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-106,,53593,53592,0,1,106954,266805
neos-3695882-vesdre.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-71,,6135,5955,0,180,191504,598115
neos-3988577-wolgan.mps.gz,infeasible,Hans Mittelmann,neos-pseudoapplication-64,infeasible,25870,25870,0,0,44662,350350
neos-4647032-veleka.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-29,,18200,12600,0,5600,8382,3970190
neos-3355120-tarago.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-52,,7800,4700,3100,0,86633,265500
neos-2075418-temuka.mps.gz,infeasible,Hans Mittelmann,neos-pseudoapplication-62,infeasible,122304,122304,0,0,349602,7610260
neos-3682128-sandon.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-10,,7880,7870,10,0,14920,50438
neos-4408804-prosna.mps.gz,easy,Hans Mittelmann,neos-pseudoapplication-56,,66612,33306,0,33306,67161,266448
neos-3615091-sutlej.mps.gz,open,Hans Mittelmann,neos-pseudoapplication-45,,205141,153520,0,51621,449690,1301130
ns1116954.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-51,,12648,7482,0,5166,131991,410582
cdma.mps.gz,open,Serge Bisaillon,,,7891,4235,0,3656,9095,168227
enlight9.mps.gz,infeasible,A. Zymolka,enlight,infeasible,162,81,81,0,81,450
hgms62.mps.gz,open,Jesus Rodriguez,hgms,,48597,547,0,48050,582237,1753240
hgms30.mps.gz,open,Jesus Rodriguez,hgms,,23797,547,0,23250,281917,850486
hgms-det.mps.gz,open,Jesus Rodriguez,hgms,,1322,547,0,775,9752,32367
sct32.mps.gz,hard,Siemens,sct,,9767,7728,0,2039,5440,109654
milo-v12-6-r2-40-1.mps.gz,easy,Tamas Terlaky,milo,,2688,840,0,1848,5628,14604
milo-v12-6-r1-75-1.mps.gz,open,Tamas Terlaky,milo,,5698,1925,0,3773,12243,32174
milo-v12-6-r1-58-1.mps.gz,easy,Tamas Terlaky,milo,,4440,1500,0,2940,9540,25068
milo-v13-4-3d-3-0.mps.gz,open,Tamas Terlaky,milo,,516,120,0,396,996,2456
milo-v13-4-3d-4-0.mps.gz,open,Tamas Terlaky,milo,,688,160,0,528,1328,3292
shiftreg1-4.mps.gz,easy,Domenico Salvagnin,shiftreg,,10008,3912,0,6096,8136,29976
ofi2.mps.gz,open,Luigi Poderico,,,420434,18632,11073,390729,422587,1775810
tanglegram4.mps.gz,easy,Falk Hueffner,huefner,,56048,56048,0,0,110404,331212
bmocbd3.mps.gz,open,Sean MacDermant,bmocbd,,403771,125467,0,278304,152791,1274240
zeil.mps.gz,open,Andreas Bärmann,,,70116,5314,0,64802,81558,1628940
iis-glass-cov.mps.gz,easy,Marc Pfetsch,iis,,214,214,0,0,5375,56133
iis-hc-cov.mps.gz,easy,Marc Pfetsch,iis,,297,297,0,0,9727,142971
f2000.mps.gz,open,M. Winkler,,,4000,4000,0,0,10500,29500
van.mps.gz,open,"C. Mannino, E. Parrello",,,12481,192,0,12289,27331,487296
bab1.mps.gz,open,"Elmar Swarat, Laura Traverso, Julia Buwaya",bab,,61152,61152,0,0,60680,854392
rmatr200-p20.mps.gz,easy,Dmitry Krushinsky,rmatr,,29605,200,0,29405,29406,88415
pigeon-10.mps.gz,easy,Sam Allen,pigeon,,490,400,0,90,931,8150
neos-1112787.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-89,,3280,1640,0,1640,1680,6440
genus-sym-g62-2.mps.gz,open,Stephan Beyer,genus,,12912,12910,1,1,78472,275855
genus-g31-8.mps.gz,open,Stephan Beyer,genus,,3484,3482,1,1,32047,401147
genus-sym-grafo5708-48.mps.gz,open,Stephan Beyer,genus,,3379,3377,1,1,20538,72579
genus-sym-g31-8.mps.gz,open,Stephan Beyer,genus,,3484,3482,1,1,32073,401199
genus-g61-25.mps.gz,open,Stephan Beyer,genus,,14380,14378,1,1,94735,332877
xmas10.mps.gz,open,Simon Felix,,,8100,900,0,7200,9080,43635
